uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,max_accel,phys_fp
n2_none_a44d8cc8,6,2,none,12.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,8.8,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_a44d8cc8,6,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,8.8,16.2,16.783,0.387,True,1.5344,0.5003,0,0,1.942,8.8,1.0,445f7ff,0,300.0,12,12,True,,0,0,12.0,43ec5c75ad5c
n2_none_b764289c,5,2,none,12.0,2-3,1.0,0.55,lower_bound,ok,8.9,,,,,,,,,0.0,8.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_b764289c,5,2,none,12.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,8.9,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_b764289c,5,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,9.2,17.7,17.815,0.568,True,2.0908,0.4317,0,0,2.493,8.9,1.0337,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_b9b0b548,4,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,11.0,21.2,20.468,1.925,True,0.9216,0.5524,0,2,3.029,11.0,1.0,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_b764289c,5,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,9.2,17.7,17.815,0.568,True,2.0908,0.4317,0,0,2.477,8.9,1.0337,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_b9b0b548,4,2,none,12.0,2-3,1.0,0.55,lower_bound,ok,11.0,,,,,,,,,0.0,11.0,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_b9b0b548,4,2,none,12.0,2-3,1.0,0.55,sequential,ok,19.1,30.1,19.843,11.0,True,2.5119,0.5524,0,,0.019,11.0,1.7364,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_b9b0b548,4,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,11.3,21.7,20.374,2.472,True,0.9213,0.5524,0,2,3.182,11.0,1.0273,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_50ec4805,7,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,13.3,24.4,21.751,3.196,True,0.9348,0.4212,0,5,1.697,12.9,1.031,445f7ff,2,300.0,16,16,True,,0,0,16.1243,43ec5c75ad5c
n2_none_50ec4805,7,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,13.3,24.4,21.459,3.374,True,0.9265,0.4303,0,2,2.382,12.9,1.031,445f7ff,1,300.0,16,16,True,,0,0,20.014,43ec5c75ad5c
n2_none_c421488c,8,2,none,12.0,2-3,1.0,0.55,lower_bound,ok,10.3,,,,,,,,,0.0,10.3,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_c421488c,8,2,none,12.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,10.3,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_c421488c,8,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,10.8,18.7,18.583,0.938,True,0.7546,0.3302,0,3,1.91,10.3,1.0485,445f7ff,0,300.0,16,16,False,,0,0,12.0,43ec5c75ad5c
n2_none_c421488c,8,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,10.7,18.5,18.676,0.661,True,0.7541,0.3265,0,0,1.909,10.3,1.0388,445f7ff,1,300.0,16,16,False,,0,0,12.192,43ec5c75ad5c
n2_none_c421488c,8,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,10.9,18.9,18.759,1.042,True,0.7018,0.3262,0,1,1.949,10.3,1.0583,445f7ff,2,300.0,16,16,True,,0,0,16.1862,43ec5c75ad5c
n2_none_50ec4805,7,2,none,12.0,2-3,1.0,0.55,lower_bound,ok,12.9,,,,,,,,,0.0,12.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_50ec4805,7,2,none,12.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.9,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_50ec4805,7,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,13.4,25.3,22.69,3.335,True,0.9217,0.3253,0,3,2.727,12.9,1.0388,445f7ff,0,300.0,16,16,False,,0,0,19.7651,43ec5c75ad5c
n2_none_4465af1c,3,2,none,12.0,2-3,1.0,0.55,lower_bound,ok,19.6,,,,,,,,,0.0,19.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_4465af1c,3,2,none,12.0,2-3,1.0,0.55,sequential,ok,38.2,56.8,42.599,18.6,True,2.2124,0.3828,0,,0.013,19.6,1.949,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_4465af1c,3,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,21.5,41.3,43.332,2.92,True,0.9681,0.3213,0,2,4.885,19.6,1.0969,445f7ff,0,300.0,16,16,True,,0,0,16.7813,43ec5c75ad5c
n2_none_797085a9,1,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,16.9,,,,,,,,,0.0,16.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_797085a9,1,2,none,12.0,4-6,0.0,0.55,sequential,ok,20.3,37.2,21.335,16.9,True,5.1053,0.4601,0,,0.005,16.9,1.2012,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_797085a9,1,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.9,20.3,21.351,0.291,True,5.9913,0.4482,0,0,1.6,16.9,1.0,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_e7451ff4,9,2,none,12.0,2-3,1.0,0.55,lower_bound,ok,14.6,,,,,,,,,0.0,14.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_e7451ff4,9,2,none,12.0,2-3,1.0,0.55,sequential,ok,22.6,30.6,23.505,8.0,True,1.9005,0.4987,0,,0.01,14.6,1.5479,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_e7451ff4,9,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,14.6,22.6,23.487,0.33,True,1.9323,0.4344,0,0,3.15,14.6,1.0,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_e7451ff4,9,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,14.6,22.6,23.487,0.33,True,1.9323,0.4344,0,0,3.159,14.6,1.0,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_797085a9,1,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.9,20.3,21.351,0.291,True,5.9913,0.4482,0,0,2.144,16.9,1.0,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_e7451ff4,9,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,14.6,22.6,23.487,0.33,True,1.9323,0.4344,0,0,3.158,14.6,1.0,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_797085a9,1,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.9,20.3,21.351,0.291,True,5.9913,0.4482,0,0,2.242,16.9,1.0,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_4465af1c,3,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,21.0,40.6,42.726,2.725,True,0.7114,0.3245,0,3,6.549,19.6,1.0714,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_36b27ed9,3,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,10.6,,,,,,,,,0.0,10.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_36b27ed9,3,2,none,12.0,4-6,0.0,0.55,sequential,ok,17.8,28.4,19.116,10.6,True,0.8432,0.4752,0,,0.006,10.6,1.6792,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_36b27ed9,3,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,10.6,17.8,19.093,0.385,True,2.6367,0.4366,0,0,2.054,10.6,1.0,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_4465af1c,3,2,none,12.0,2-3,1.0,0.55,wm_planner,ok,21.6,41.5,44.166,2.425,True,0.9307,0.322,0,2,6.678,19.6,1.102,445f7ff,2,300.0,16,16,True,,0,0,12.8952,43ec5c75ad5c
n2_none_36b27ed9,3,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,10.6,17.8,19.093,0.385,True,2.6367,0.4366,0,0,1.525,10.6,1.0,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_25bf343d,2,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,11.2,,,,,,,,,0.0,11.2,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_25bf343d,2,2,none,12.0,4-6,0.0,0.55,sequential,ok,19.4,27.6,20.661,8.2,True,5.2316,0.3452,0,,0.007,11.2,1.7321,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_25bf343d,2,2,none,12.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,25.2,19.331,7.147,False,5.2316,0.4319,0,0,3.08,11.2,1.5179,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n2_none_25bf343d,2,2,none,12.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,25.2,19.331,7.147,False,5.2316,0.4319,0,0,3.06,11.2,1.5179,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n2_none_25bf343d,2,2,none,12.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,25.3,19.389,7.147,False,5.2316,0.4319,0,0,3.095,11.2,1.5179,445f7ff,2,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n2_none_a89ce059,6,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,7.6,14.4,14.2,0.263,True,5.3608,0.525,0,0,1.203,7.6,1.0,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_a89ce059,6,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,7.6,,,,,,,,,0.0,7.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_a89ce059,6,2,none,12.0,4-6,0.0,0.55,sequential,ok,14.4,22.0,14.194,7.6,True,1.9074,0.6095,0,,0.007,7.6,1.8947,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_a89ce059,6,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,7.6,14.4,14.194,0.267,True,5.3608,0.6094,0,0,1.922,7.6,1.0,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_a89ce059,6,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,7.6,14.4,14.194,0.267,True,5.3608,0.6094,0,0,1.368,7.6,1.0,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_b20a3ba9,0,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,20.0,33.4,35.706,0.977,True,0.9237,0.321,0,1,5.759,19.7,1.0152,445f7ff,1,300.0,16,16,True,,0,0,14.2086,43ec5c75ad5c
n2_none_36b27ed9,3,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,10.6,17.8,19.093,0.385,True,2.6367,0.4366,0,0,2.887,10.6,1.0,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_b20a3ba9,0,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,20.0,33.5,35.701,1.047,True,0.9237,0.321,0,1,5.784,19.7,1.0152,445f7ff,2,300.0,16,16,True,,0,0,14.2086,43ec5c75ad5c
n2_none_263ffb1f,4,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,14.8,26.0,27.906,0.461,True,3.6702,0.422,0,0,2.892,14.7,1.0068,445f7ff,1,300.0,16,16,False,,0,0,12.0,43ec5c75ad5c
n2_none_b20a3ba9,0,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,19.7,,,,,,,,,0.0,19.7,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_b20a3ba9,0,2,none,12.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,19.7,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_b20a3ba9,0,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,20.0,33.4,35.706,0.977,True,0.9237,0.321,0,1,5.366,19.7,1.0152,445f7ff,0,300.0,16,16,True,,0,0,14.2086,43ec5c75ad5c
n2_none_9a60e2ac,5,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,14.2,,,,,,,,,0.0,14.2,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_9a60e2ac,5,2,none,12.0,4-6,0.0,0.55,sequential,ok,23.5,32.8,24.043,9.3,True,0.8466,0.4045,0,,0.008,14.2,1.6549,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_9a60e2ac,5,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,14.2,25.7,24.285,2.368,True,1.3101,0.4351,0,2,2.791,14.2,1.0,445f7ff,0,300.0,16,16,True,,0,0,12.5516,43ec5c75ad5c
n2_none_9a60e2ac,5,2,none,12.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,26.8,19.938,7.007,False,1.0402,0.3237,0,2,2.947,14.2,1.1972,445f7ff,2,300.0,16,16,True,deadlock: no team progress,0,0,20.4,43ec5c75ad5c
n2_none_60afdd33,7,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,11.6,22.8,23.23,0.686,True,3.8057,0.33,0,1,1.795,11.6,1.0,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_9a60e2ac,5,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,14.2,25.9,24.404,2.393,True,1.4814,0.4351,0,1,3.509,14.2,1.0,445f7ff,1,300.0,16,16,True,,0,0,12.5506,43ec5c75ad5c
n2_none_60afdd33,7,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,11.6,22.7,23.242,0.568,True,3.8057,0.33,0,1,2.517,11.6,1.0,445f7ff,1,300.0,16,16,True,,0,0,12.5486,43ec5c75ad5c
n2_none_263ffb1f,4,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,14.7,,,,,,,,,0.0,14.7,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_263ffb1f,4,2,none,12.0,4-6,0.0,0.55,sequential,ok,25.9,37.1,27.927,11.2,True,3.6703,0.4011,0,,0.012,14.7,1.7619,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_263ffb1f,4,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,14.8,26.0,27.906,0.461,True,3.6702,0.422,0,0,4.122,14.7,1.0068,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_60afdd33,7,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,11.6,,,,,,,,,0.0,11.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_60afdd33,7,2,none,12.0,4-6,0.0,0.55,sequential,ok,22.4,34.0,23.169,11.6,True,1.8825,0.3529,0,,0.013,11.6,1.931,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_60afdd33,7,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,11.6,22.8,23.224,0.686,True,3.8057,0.33,0,1,2.931,11.6,1.0,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_263ffb1f,4,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,14.8,26.0,27.906,0.461,True,3.6702,0.422,0,0,4.139,14.7,1.0068,445f7ff,2,300.0,16,16,False,,0,0,12.0,43ec5c75ad5c
n2_none_07dffba3,9,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,10.2,,,,,,,,,0.0,10.2,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_07dffba3,9,2,none,12.0,4-6,0.0,0.55,sequential,ok,18.3,28.5,17.899,10.2,True,1.2484,0.3495,0,,0.006,10.2,1.7941,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_07dffba3,9,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,10.4,18.5,18.087,0.411,True,4.5975,0.4341,0,1,1.849,10.2,1.0196,445f7ff,0,300.0,16,16,True,,0,0,13.1622,43ec5c75ad5c
n2_none_07dffba3,9,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,10.6,18.7,18.092,0.561,True,4.5975,0.4246,0,1,1.878,10.2,1.0392,445f7ff,2,300.0,16,16,True,,0,0,14.4289,43ec5c75ad5c
n2_none_07dffba3,9,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,10.4,18.5,18.087,0.411,True,4.5975,0.4341,0,1,2.595,10.2,1.0196,445f7ff,1,300.0,16,16,True,,0,0,13.1622,43ec5c75ad5c
n2_none_42c6b993,8,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,15.9,31.8,35.042,0.69,True,2.3471,0.3528,0,0,3.746,15.9,1.0,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_8059a215,1,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,17.8,21.2,22.574,0.521,True,1.8533,0.3525,0,1,2.53,17.5,1.0171,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_8059a215,1,2,none,12.0,4-6,1.0,0.55,lower_bound,ok,17.5,,,,,,,,,0.0,17.5,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_8059a215,1,2,none,12.0,4-6,1.0,0.55,sequential,ok,20.9,38.4,22.547,17.5,True,1.0277,0.3524,0,,0.005,17.5,1.1943,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_8059a215,1,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,17.8,21.2,22.574,0.521,True,1.8533,0.3525,0,1,2.928,17.5,1.0171,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_eed4407c,3,2,none,12.0,4-6,1.0,0.55,lower_bound,ok,9.1,,,,,,,,,0.0,9.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_eed4407c,3,2,none,12.0,4-6,1.0,0.55,sequential,ok,16.3,25.4,16.508,9.1,True,0.8432,0.4249,0,,0.006,9.1,1.7912,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_eed4407c,3,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,9.2,16.7,16.842,0.445,True,0.9334,0.4674,0,0,1.854,9.1,1.011,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_eed4407c,3,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,9.2,16.7,16.842,0.445,True,0.9334,0.4674,0,0,1.85,9.1,1.011,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_be5ec33c,0,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,20.0,33.4,35.706,0.977,True,0.9237,0.321,0,1,4.11,19.7,1.0152,445f7ff,1,300.0,16,16,True,,0,0,14.2086,43ec5c75ad5c
n2_none_8059a215,1,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,17.8,21.2,22.574,0.521,True,1.8533,0.3525,0,1,3.36,17.5,1.0171,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_be5ec33c,0,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,20.0,33.5,35.701,1.047,True,0.9237,0.321,0,1,4.118,19.7,1.0152,445f7ff,2,300.0,16,16,True,,0,0,14.2086,43ec5c75ad5c
n2_none_42c6b993,8,2,none,12.0,4-6,0.0,0.55,lower_bound,ok,15.9,,,,,,,,,0.0,15.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_42c6b993,8,2,none,12.0,4-6,0.0,0.55,sequential,ok,31.5,47.4,35.032,15.9,True,1.2994,0.3425,0,,0.015,15.9,1.9811,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_42c6b993,8,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,15.9,31.7,35.048,0.57,True,2.3471,0.3502,0,0,5.247,15.9,1.0,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_be5ec33c,0,2,none,12.0,4-6,1.0,0.55,lower_bound,ok,19.7,,,,,,,,,0.0,19.7,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_be5ec33c,0,2,none,12.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,19.7,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_be5ec33c,0,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,20.0,33.4,35.706,0.977,True,0.9237,0.321,0,1,4.328,19.7,1.0152,445f7ff,0,300.0,16,16,True,,0,0,14.2086,43ec5c75ad5c
n2_none_42c6b993,8,2,none,12.0,4-6,0.0,0.55,wm_planner,ok,15.9,31.8,35.042,0.69,True,2.3471,0.3528,0,0,5.117,15.9,1.0,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_eed4407c,3,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,9.2,17.3,16.991,0.869,True,0.9246,0.4795,0,0,2.716,9.1,1.011,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_e0141c1a,2,2,none,12.0,4-6,1.0,0.55,lower_bound,ok,15.9,,,,,,,,,0.0,15.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_e0141c1a,2,2,none,12.0,4-6,1.0,0.55,sequential,ok,27.1,43.0,28.946,15.9,True,5.152,0.3811,0,,0.01,15.9,1.7044,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_e0141c1a,2,2,none,12.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,28.0,15.744,13.28,False,0.7001,0.4309,0,2,4.475,15.9,0.8805,445f7ff,0,300.0,16,16,False,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n2_none_9afb1141,6,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,8.0,15.3,12.972,1.85,True,0.9813,0.4582,0,2,1.528,7.2,1.1111,445f7ff,1,300.0,16,16,True,,0,0,14.8771,43ec5c75ad5c
n2_none_9afb1141,6,2,none,12.0,4-6,1.0,0.55,lower_bound,ok,7.2,,,,,,,,,0.0,7.2,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_9afb1141,6,2,none,12.0,4-6,1.0,0.55,sequential,ok,13.2,19.2,12.265,6.0,True,1.9074,0.6385,0,,0.006,7.2,1.8333,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_9afb1141,6,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,8.2,15.5,13.025,1.995,True,1.131,0.4772,0,0,2.14,7.2,1.1389,445f7ff,0,300.0,16,16,True,,0,0,14.8835,43ec5c75ad5c
n2_none_8cea794a,4,2,none,12.0,4-6,1.0,0.55,lower_bound,ok,14.7,,,,,,,,,0.0,14.7,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_8cea794a,4,2,none,12.0,4-6,1.0,0.55,sequential,ok,24.5,34.3,26.798,9.8,True,3.6703,0.4011,0,,0.008,14.7,1.6667,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_8cea794a,4,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,14.8,25.9,28.008,0.662,True,2.9663,0.3246,0,1,3.134,14.7,1.0068,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_8cea794a,4,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,14.9,25.2,26.936,0.911,True,0.9513,0.422,0,0,3.085,14.7,1.0136,445f7ff,1,300.0,16,16,False,,0,0,17.4021,43ec5c75ad5c
n2_none_8cea794a,4,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,14.9,25.2,26.936,0.911,True,0.9513,0.422,0,0,3.034,14.7,1.0136,445f7ff,2,300.0,16,16,False,,0,0,17.4021,43ec5c75ad5c
n2_none_e0141c1a,2,2,none,12.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,24.0,41.2,28.967,14.324,False,0.9235,0.3454,0,3,5.532,15.9,1.5094,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n2_none_9afb1141,6,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,8.2,15.4,13.185,1.762,True,1.3757,0.4388,0,1,2.119,7.2,1.1389,445f7ff,2,300.0,16,16,True,,0,0,15.1247,43ec5c75ad5c
n2_none_e0141c1a,2,2,none,12.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,28.0,15.761,13.266,False,0.7001,0.4403,0,2,6.149,15.9,0.8805,445f7ff,2,300.0,16,16,False,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n2_none_d73ee289,5,2,none,12.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,23.0,32.7,27.492,7.049,False,0.9308,0.4286,0,3,4.074,20.0,1.15,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,15.1708,43ec5c75ad5c
n2_none_d73ee289,5,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,22.5,32.2,33.902,1.267,True,0.927,0.4317,0,2,3.861,20.0,1.125,445f7ff,2,300.0,16,16,True,,0,0,14.6354,43ec5c75ad5c
n2_none_1278d0a3,7,2,none,12.0,4-6,1.0,0.55,lower_bound,ok,13.9,,,,,,,,,0.0,13.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_1278d0a3,7,2,none,12.0,4-6,1.0,0.55,sequential,ok,25.5,37.1,27.946,11.6,True,1.8825,0.3978,0,,0.008,13.9,1.8345,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_1278d0a3,7,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,14.8,26.8,28.394,1.287,True,0.9239,0.3233,0,1,3.287,13.9,1.0647,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n2_none_0cadfc8f,9,2,none,12.0,4-6,1.0,0.55,lower_bound,ok,9.8,,,,,,,,,0.0,9.8,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_0cadfc8f,9,2,none,12.0,4-6,1.0,0.55,sequential,ok,16.0,25.8,16.617,9.8,True,1.2484,0.3495,0,,0.006,9.8,1.6327,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n2_none_0cadfc8f,9,2,none,12.0,4-6,1.0,0.55,wm_planner,ok,10.1,16.4,16.911,0.452,True,2.0722,0.429,0,1,1.772,9.8,1.0306,445f7ff,0,300.0,16,16,True,,0,0,13.1622,43ec5c75ad5c
